Player,TOI/GP,Goals/60,Total Assists/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iSCF/60,iHDCF/60,Hits/60,Shots Blocked/60
Sean Monahan,14.059230769231,0.53,0.98,54.76,7.29,7.21,0.84,12.93,8.67,3.74,3.87,1.58
Bo Horvat,19.480238095238,1.36,0.92,54.74,8.58,15.9,1.02,13.38,9.02,3.65,4.22,1.98
Valeri Nichushkin,19.026075268817,1.27,1.37,57.14,9.16,13.89,1.08,13.43,9.92,5.44,4.53,1.37
Max Domi,13.044444444444,0.7,1.79,68.42,6.64,10.58,0.73,13.16,6.01,2.56,1.53,0.57
Alex Wennberg,17.828333333333,0.46,1.09,59.68,4.0,11.58,0.38,6.39,3.62,2.1,1.98,1.85
Curtis Lazar,11.991428571429,0.57,0.57,66.67,6.79,8.42,0.75,10.51,7.79,3.5,13.3,3.65
Conor Sheary,15.285915492958,1.05,1.33,74.14,7.13,14.73,0.89,11.83,7.52,3.54,2.49,2.43
Ryan Carpenter,12.58184079602,0.21,0.64,63.16,4.77,4.48,0.53,8.33,5.34,2.35,9.68,3.13
Garnet Hathaway,13.388377192982,0.83,0.71,53.06,7.31,11.29,0.78,11.62,7.37,3.95,14.74,3.66
Frederick Gaudreau,16.311184210526,0.68,1.45,62.86,6.39,10.61,0.64,10.99,7.16,2.57,2.32,2.08
Pierre-Edouard Bellemare,13.756666666667,0.49,0.6,46.51,3.93,12.5,0.43,7.03,4.69,2.07,4.8,2.4
Tomas Nosek,13.345777777778,0.18,0.84,54.84,5.04,3.57,0.57,9.35,5.99,2.82,5.1,2.04
Sam Reinhart,17.765384615385,1.43,2.12,63.57,8.05,17.74,1.23,14.07,10.22,5.72,2.12,1.3
Leon Draisaitl,22.349166666667,1.85,1.85,75.86,9.33,19.78,1.2,16.18,9.7,4.13,1.78,0.84
Sam Bennett,16.950234741784,1.4,1.05,56.98,12.02,11.62,1.25,19.84,12.91,5.53,5.93,1.35
William Nylander,18.27304526749,1.38,1.86,66.12,10.38,13.28,1.11,18.93,11.59,4.62,0.77,1.22
Nikolaj Ehlers,18.068817204301,1.5,1.45,69.62,13.12,11.43,1.21,24.1,13.18,3.91,1.71,1.45
Nick Ritchie,12.701461988304,0.99,0.91,67.65,7.71,12.9,1.0,13.18,9.2,5.55,12.68,1.82
Kevin Fiala,17.643089430894,1.37,2.16,77.27,10.87,12.6,1.03,18.79,10.7,4.44,2.16,0.87
Dylan Larkin,19.66103286385,1.33,1.63,69.7,9.11,14.62,0.9,16.55,9.37,3.57,3.27,1.2
Sonny Milano,15.27803030303,0.83,1.19,57.63,5.59,14.89,0.71,10.53,6.78,3.87,1.61,0.89
Alex Tuch,18.347,0.78,1.7,58.46,9.09,8.63,1.0,14.91,9.03,3.92,2.09,3.2
Nick Schmaltz,18.247354497354,1.2,1.88,74.68,6.42,18.7,0.8,11.06,6.73,2.87,0.78,1.46
Robby Fabbri,17.326488095238,1.05,0.8,58.82,7.61,13.82,0.95,13.05,8.22,4.02,5.32,1.17
Kasperi Kapanen,14.532278481013,0.57,1.1,65.31,6.74,8.53,0.58,12.28,7.32,2.56,5.75,0.99
Jared McCann,16.134684684685,1.36,1.16,80.65,10.0,13.57,1.04,17.74,9.4,3.52,3.27,1.46
David Pastrnak,18.602546296296,1.79,1.66,70.0,13.98,12.82,1.29,25.09,12.27,3.4,2.82,0.63
Adrian Kempe,18.583760683761,1.45,0.79,67.5,10.22,14.17,1.18,18.34,10.1,4.22,4.59,1.16
Ivan Barbashev,16.442181069959,1.17,1.53,69.77,5.0,23.42,0.76,8.47,6.35,3.24,7.21,1.26
Nicolas Aube-Kubel,9.8162162162162,0.91,0.99,76.67,7.19,12.64,0.67,12.56,7.02,3.47,11.56,1.49
Ryan Donato,13.794369369369,0.94,0.88,63.27,9.35,10.06,1.09,15.75,9.46,5.35,4.11,1.0
Christian Dvorak,17.375,0.68,1.36,63.46,5.36,12.64,0.69,8.88,6.35,3.33,1.97,3.21
Juho Lammikko,12.274888888889,0.46,0.52,53.57,4.37,10.45,0.5,7.69,4.63,2.41,6.06,3.0
Warren Foegele,12.611788617886,0.7,0.81,60.47,8.24,8.45,0.93,14.21,8.93,4.24,7.37,0.87
Brayden Point,19.461111111111,1.31,1.4,51.79,8.22,15.91,1.16,13.59,11.77,6.12,3.5,1.26
Michael Amadio,12.160714285714,0.97,0.62,62.07,5.64,17.19,0.6,9.6,5.73,3.0,3.7,1.41
Viktor Arvidsson,16.981313131313,1.07,1.55,72.06,12.15,8.81,1.28,22.06,13.33,4.87,1.23,2.41
Sam Lafferty,13.571130952381,0.39,0.63,61.9,6.32,6.25,0.64,9.71,7.5,3.63,10.82,2.05
Danton Heinen,12.714912280702,1.12,0.93,66.0,8.57,13.04,0.94,13.47,9.93,3.91,4.1,2.05
Michael Bunting,15.542405063291,1.12,1.95,62.38,8.55,13.14,1.17,14.46,10.65,5.82,4.15,1.03
Oskar Lindblom,13.799789029536,0.66,0.77,63.41,6.99,9.45,0.72,11.67,5.94,3.14,4.57,2.64
Anders Bjork,12.050287356322,0.43,0.26,47.06,4.38,9.8,0.39,7.98,4.81,1.89,0.94,1.37
Victor Olofsson,15.33912037037,1.09,1.58,72.06,8.91,12.2,0.74,15.92,7.55,2.12,0.54,0.81
Pierre Engvall,13.281623931624,0.87,1.16,77.78,8.92,9.74,0.88,15.64,9.27,3.13,3.82,0.7
Ondrej Kase,13.984,1.2,1.12,72.97,10.21,11.76,1.02,17.59,10.21,4.46,2.49,2.75
Jake Evans,15.595138888889,0.69,0.85,64.44,6.63,10.48,0.63,10.42,6.36,3.21,4.7,1.98
Dryden Hunt,12.2875,0.39,0.71,56.67,6.04,6.38,0.75,11.37,6.62,4.18,9.83,1.09
Andrew Mangiapane,15.727032520325,1.63,0.93,72.37,8.61,18.92,1.1,13.96,10.56,5.35,3.4,1.49
Frank Vatrano,13.159154929577,1.16,0.9,72.73,10.34,11.18,0.93,17.08,9.31,3.34,4.37,1.67
Kyle Connor,21.776160337553,1.64,1.6,80.17,11.06,14.83,1.15,17.4,10.85,3.45,1.12,0.8
Pavel Zacha,16.845952380952,0.76,1.07,60.0,7.53,10.14,0.88,13.43,9.51,3.41,4.07,0.92
Connor McDavid,22.06625,1.5,2.69,81.46,10.71,13.97,1.39,16.35,11.49,5.34,2.55,0.88
Jack Eichel,19.391666666667,1.27,1.0,59.52,12.1,10.53,0.99,17.56,10.1,3.28,4.1,3.19
Jordan Greenway,14.562365591398,0.66,1.13,49.09,7.31,9.09,0.86,11.03,6.31,3.39,10.3,2.06
Timo Meier,19.160173160173,1.42,1.67,77.55,13.26,10.74,1.22,23.3,13.1,4.76,6.59,2.48
Mikko Rantanen,20.971111111111,1.37,2.14,57.86,9.69,14.17,1.09,17.51,10.15,3.55,2.21,1.64
Jansen Harkins,9.4753246753247,0.58,0.49,72.22,5.51,10.45,0.52,11.68,6.41,2.3,4.19,1.48
Sebastian Aho,18.945358649789,1.48,1.76,72.97,8.86,16.74,1.43,16.12,11.87,6.13,3.05,0.92
Evgeny Svechnikov,10.755092592593,0.54,0.93,70.37,6.04,8.97,0.58,9.53,6.43,3.41,8.06,1.7
Christian Fischer,13.114150943396,0.43,0.43,71.43,6.56,6.58,0.61,10.62,6.04,3.37,7.86,1.9
Keegan Kolesar,12.663203463203,0.43,1.05,63.16,5.78,7.45,0.72,8.74,5.91,3.63,15.14,2.83
Travis Konecny,17.613713080169,0.69,1.55,72.22,9.49,7.27,0.95,16.47,9.27,3.71,3.45,1.47
Dylan Strome,17.440579710145,1.1,1.3,64.86,6.28,17.46,0.67,9.12,7.03,4.09,0.55,1.65
Brock Boeser,18.572535211268,1.05,1.05,55.42,8.87,11.79,1.13,17.79,10.33,4.0,1.59,1.18
Mathew Barzal,18.019634703196,0.68,2.01,78.67,7.34,9.32,0.77,11.49,7.12,3.1,1.64,0.78
Roope Hintz,18.036041666667,1.54,1.46,66.67,8.86,17.37,1.18,15.26,11.64,5.28,3.41,2.2
Jack Roslovic,14.281275720165,1.14,1.19,70.31,6.79,16.79,0.63,11.36,6.54,2.59,3.11,1.3
Nicolas Roy,16.258974358974,0.71,1.14,52.7,6.86,10.34,1.02,11.26,9.18,5.63,4.02,1.61
Anthony Beauvillier,16.833333333333,0.57,1.05,55.74,7.32,7.79,0.82,11.98,9.17,3.14,1.85,0.95
Daniel Sprong,12.987301587302,1.03,0.44,57.14,11.22,9.15,1.02,19.73,11.29,3.81,3.15,0.88
Mathieu Joseph,14.19806763285,0.73,1.1,71.43,5.27,13.95,0.63,9.19,6.19,3.31,6.49,1.65
Lawson Crouse,17.438717948718,1.06,0.74,66.67,6.93,15.27,0.84,11.86,7.83,3.86,9.58,1.91
Mitchell Marner,20.88287037037,1.4,2.47,71.85,8.94,15.63,0.96,16.76,9.82,3.47,2.99,1.24
Joel Eriksson Ek,18.578354978355,1.09,0.96,50.52,9.4,11.61,1.0,13.88,8.81,5.28,5.79,1.85
Denis Gurianov,14.185159817352,0.64,1.16,64.58,8.34,7.64,0.78,16.28,8.11,3.36,3.88,1.85
Jake DeBrusk,15.037878787879,1.3,0.88,75.0,9.59,13.51,0.97,14.41,9.22,4.15,3.21,1.3
Yakov Trenin,14.667708333333,0.87,0.36,61.54,6.95,12.5,0.83,12.43,7.31,3.32,9.77,1.69
Anthony Cirelli,18.312938596491,0.73,1.12,58.9,6.29,11.64,0.76,11.21,8.02,3.75,3.23,2.89
Evan Rodrigues,15.836991869919,0.88,1.11,58.9,11.27,7.79,1.01,18.16,10.07,3.65,4.11,1.39
Artemi Panarin,19.222444444444,0.92,3.08,83.48,7.37,12.43,0.71,15.4,7.91,1.5,0.92,0.58
Derek Ryan,11.430888888889,0.7,0.84,64.71,5.04,13.89,0.56,8.26,5.04,2.8,2.66,2.66
Conor Garland,16.38658008658,0.9,1.57,72.22,9.65,9.36,0.92,15.74,9.18,3.19,2.47,1.05
Kirill Kaprizov,19.106378600823,1.82,2.36,80.0,11.2,16.26,1.08,19.97,11.13,3.61,2.83,1.12
Dominik Simon,10.28587962963,0.24,0.81,46.43,7.13,3.41,0.62,11.18,6.64,3.24,5.83,3.08
Rudolfs Balcers,15.036885245902,0.72,0.78,62.16,6.41,11.22,0.67,10.47,6.93,3.21,7.52,2.81
Troy Terry,18.236444444444,1.62,1.32,75.28,8.42,19.27,1.06,14.34,9.91,4.3,0.26,1.18
Adam Gaudette,11.319540229885,0.46,0.82,66.67,8.59,5.32,0.78,14.81,8.13,2.65,6.58,0.91
Mason Appleton,14.884803921569,0.47,0.77,52.5,5.81,8.16,0.67,10.14,5.39,2.79,3.79,1.19
Steven Lorentz,10.88855721393,0.66,0.41,56.52,6.58,10.0,0.85,11.68,7.98,4.61,5.51,1.07
Mason Marchment,14.10987654321,1.42,2.28,77.05,9.53,14.88,1.37,16.3,10.16,5.43,8.98,0.71
Ryan Lomberg,11.414848484848,0.86,0.86,66.67,8.7,9.89,0.85,15.48,9.65,3.73,11.18,0.67
Kevin Rooney,13.85,0.43,0.43,63.16,5.04,8.45,0.42,7.81,4.47,2.13,5.97,3.34
Matthew Tkachuk,17.89756097561,1.72,2.53,70.75,10.34,16.6,1.46,18.6,12.26,6.42,3.8,0.82
Luke Kunin,13.829674796748,0.69,0.48,51.16,6.61,10.4,0.77,11.06,7.2,2.96,11.8,2.7
Auston Matthews,20.609589041096,2.39,1.83,72.11,13.88,17.24,1.53,23.89,16.23,5.82,2.67,2.47
Rasmus Asplund,14.343541666667,0.42,0.99,55.1,6.8,6.15,0.69,10.04,5.44,2.98,1.57,0.73
Alex DeBrincat,20.856300813008,1.44,1.3,69.03,9.47,15.19,1.09,16.49,10.38,3.05,3.54,1.23
Patrik Laine,18.82619047619,1.48,1.71,74.67,9.5,15.57,0.86,18.04,8.48,1.71,1.93,0.74
Clayton Keller,20.138805970149,1.25,1.56,73.26,7.87,15.82,0.85,12.18,6.94,2.67,0.76,1.38
Jesse Puljujarvi,16.229230769231,0.8,1.25,48.65,9.1,8.75,1.2,15.02,10.18,5.18,4.61,0.85
Dillon Dube,12.839029535865,1.06,0.83,64.0,8.46,12.59,0.91,13.49,9.11,3.96,5.15,0.89
Sam Steel,12.312009803922,0.43,1.0,64.52,4.8,8.96,0.49,8.96,5.73,2.51,2.65,1.93
Trent Frederic,11.657222222222,0.69,0.86,66.67,8.58,8.0,0.8,13.47,8.66,3.77,10.21,1.89
Tyson Jost,12.821041666667,0.47,0.7,57.14,5.67,8.25,0.5,9.18,5.5,2.46,3.22,2.16
Jonathan Dahlen,13.792076502732,0.86,0.71,61.11,7.49,11.43,0.91,12.69,8.77,4.85,1.14,2.42
Jordan Kyrou,16.577027027027,1.32,2.35,81.52,9.2,14.36,0.85,15.8,10.27,2.98,0.29,1.12
Taylor Raddysh,12.335810810811,0.72,0.72,46.81,6.84,10.58,0.91,10.71,7.82,4.73,6.77,1.38
Noah Gregor,14.935714285714,0.51,0.96,71.88,9.95,5.13,0.8,16.77,9.44,3.57,7.52,3.12
Pierre-Luc Dubois,18.925514403292,1.1,1.25,56.6,9.12,12.02,1.27,15.38,11.82,6.5,4.38,1.68
Jesper Bratt,17.427850877193,1.18,2.13,77.66,8.92,13.2,0.81,14.68,8.61,3.62,1.18,1.36
Nathan Bastian,11.905555555556,0.84,0.42,38.3,6.79,12.37,0.99,11.55,8.47,5.32,14.7,2.8
Michael McLeod,13.325974025974,0.35,0.82,58.82,4.56,7.69,0.42,7.37,4.5,1.4,8.48,1.99
Tage Thompson,17.882905982906,1.63,1.29,68.69,10.88,15.02,1.0,19.66,9.64,3.01,2.84,1.08
Janne Kuokkanen,13.488596491228,0.47,0.86,58.62,4.99,9.38,0.5,8.51,5.77,2.34,2.58,1.72
Rem Pitlick,14.990656565657,0.91,1.33,66.07,3.94,23.08,0.61,5.88,4.61,3.27,1.52,1.7
Brandon Duhaime,10.218125,0.44,0.81,56.67,6.68,6.59,0.6,11.82,6.31,3.08,14.75,1.32
Ross Colton,12.797890295359,1.31,1.01,81.25,9.44,13.84,1.11,15.37,9.67,4.63,9.08,2.14
Brandon Hagel,16.35670995671,1.19,0.91,61.97,5.95,20.0,0.77,10.62,6.76,3.14,3.0,1.52
Dylan Gambrell,12.136243386243,0.24,0.31,29.17,4.55,5.17,0.52,8.0,4.87,2.28,8.08,3.06
Tanner Jeannot,15.987448559671,1.11,0.79,74.55,5.75,19.35,0.75,9.96,7.09,4.03,14.73,2.97
Trevor Moore,15.687448559671,0.8,1.46,70.59,9.54,8.42,1.25,16.1,9.25,5.29,3.26,1.51
Zack MacEwen,9.6633333333333,0.25,0.5,45.0,6.79,3.66,0.7,12.0,5.88,2.9,13.16,2.65
Zach Aston-Reese,13.037439613527,0.33,0.67,48.39,5.2,6.41,0.53,8.67,4.54,2.6,15.41,2.8
Kailer Yamamoto,16.870987654321,0.88,0.92,56.94,5.01,17.54,0.79,8.25,6.63,4.04,5.01,1.58
Morgan Geekie,12.632648401826,0.46,0.98,64.71,6.31,7.22,0.63,12.3,7.03,2.6,3.58,1.5
Michael Rasmussen,14.516041666667,0.78,0.62,58.7,6.67,11.63,0.8,10.08,7.29,4.55,7.34,3.36
Casey Mittelstadt,16.120416666667,0.56,1.21,59.38,7.35,7.59,0.63,11.17,6.05,2.51,1.77,1.12
Nico Hischier,19.344047619048,0.93,1.73,72.29,6.78,13.73,0.84,11.96,8.37,3.99,2.22,2.13
Jesper Boqvist,13.129166666667,0.82,1.06,76.67,6.04,13.51,0.62,11.02,5.96,2.86,2.53,1.31
Eeli Tolvanen,13.427777777778,0.66,0.71,45.1,9.0,7.28,0.76,15.85,8.16,2.44,10.49,2.68
Elias Pettersson,18.593125,1.29,1.45,65.38,7.74,16.67,0.89,15.61,9.2,3.31,1.98,1.73
Owen Tippett,13.422751322751,0.71,0.78,45.65,8.94,7.94,0.92,15.11,8.16,3.48,6.95,1.14
Nick Suzuki,20.510162601626,0.75,1.43,67.78,6.64,11.29,0.67,11.02,6.31,2.46,3.18,2.21
Robert Thomas,18.776851851852,0.89,2.53,68.75,5.1,17.39,0.71,8.48,6.88,3.33,0.58,1.11
Jason Robertson,18.111261261261,1.84,1.7,69.3,9.85,18.64,1.18,17.91,10.88,4.97,2.24,1.07
Morgan Frost,13.922424242424,0.39,0.86,57.14,6.66,5.88,0.64,11.91,6.58,2.74,3.45,2.27
Alex Formenton,15.451687763713,0.88,0.69,76.19,7.96,11.11,0.94,12.58,8.5,4.57,4.96,1.18
Max Comtois,14.135256410256,0.49,0.82,48.48,5.88,8.33,0.68,10.61,6.37,2.86,9.06,1.39
Martin Necas,16.179487179487,0.67,1.24,64.52,7.56,8.81,0.68,14.03,6.66,2.28,2.61,0.9
Josh Norris,18.57904040404,1.71,0.98,61.11,8.42,20.35,0.99,15.61,9.25,3.33,3.87,2.15
Ryan Poehling,12.195321637427,0.78,0.69,70.83,7.85,9.89,0.83,11.83,7.51,4.14,3.45,2.42
Filip Chytil,13.175124378109,0.54,0.95,61.11,9.18,5.93,0.98,15.7,10.54,4.96,1.63,1.84
Alex Iafallo,18.502742616034,0.7,0.82,52.11,8.83,7.91,0.94,14.16,8.66,4.1,1.97,2.18
David Kampf,15.265040650407,0.53,0.72,48.15,4.89,10.78,0.59,8.05,5.22,2.35,3.83,1.25
Eetu Luostarinen,13.430982905983,0.52,0.97,63.41,4.81,10.71,0.56,8.76,5.78,2.98,5.9,2.63
Drake Batherson,18.928623188406,1.17,1.86,68.75,7.65,15.32,0.84,13.02,8.27,3.51,6.13,1.03
Jacob Peterson,11.063076923077,1.0,0.42,68.0,7.09,14.12,0.8,12.18,8.93,3.92,1.84,1.92
Pius Suter,16.922967479675,0.65,0.91,66.67,7.18,9.04,0.89,11.54,8.17,3.68,1.04,1.6
Eric Robinson,13.892039800995,0.64,1.1,77.14,6.7,9.62,0.72,12.05,6.45,3.35,6.12,1.29
Oliver Wahlstrom,12.058904109589,0.89,0.75,54.55,10.7,8.28,1.05,18.81,10.97,3.34,6.88,1.3
Joel Farabee,17.587037037037,0.92,0.92,61.82,6.44,14.29,0.71,11.26,5.85,2.87,3.95,2.06
Philipp Kurashev,12.853980099502,0.42,1.05,70.0,5.99,6.98,0.54,9.89,5.85,2.44,2.16,2.09
Brady Tkachuk,18.801687763713,1.21,1.49,63.81,11.63,10.42,1.4,18.62,12.28,6.95,10.91,1.01
Ryan McLeod,12.759624413146,0.6,0.79,65.63,5.43,10.98,0.54,9.47,5.89,2.72,1.85,1.66
Isac Lundestrom,15.485625,0.77,0.63,69.05,4.07,19.05,0.53,7.02,4.84,2.71,1.84,2.66
Joe Veleno,13.218181818182,0.55,0.48,60.0,5.02,10.96,0.47,8.6,5.09,2.27,8.46,1.72
Filip Zadina,14.175,0.57,0.8,52.17,8.81,6.49,0.81,16.24,9.15,3.49,3.26,1.94
Jesperi Kotkaniemi,12.023232323232,0.91,1.29,69.05,6.12,14.81,0.72,11.04,6.81,4.01,5.6,1.13
Andrei Svechnikov,17.259829059829,1.34,1.74,63.3,11.1,12.05,1.38,20.81,11.77,4.77,8.42,0.67
Rasmus Kupari,11.800877192982,0.45,0.71,56.52,4.55,9.8,0.52,8.83,4.91,2.59,6.07,1.52
Barrett Hayton,16.118055555556,0.62,0.87,55.81,5.09,12.2,0.61,9.31,6.33,3.29,5.21,2.05
Yegor Sharangovich,16.50548245614,1.15,1.05,64.79,8.04,14.29,0.87,14.06,8.66,3.87,1.43,1.24
Logan O'Connor,13.871399176955,0.43,0.85,57.14,6.78,6.3,0.58,10.79,6.89,3.36,5.34,3.15
Nico Sturm,11.904279279279,0.61,0.75,60.61,6.88,8.91,0.65,10.22,5.65,3.13,6.74,1.98
Blake Lizotte,12.16380952381,0.7,0.99,60.0,6.41,10.99,0.68,9.94,6.06,3.31,5.21,0.85
Peyton Krebs,14.549415204678,0.51,1.09,57.89,4.05,12.5,0.38,7.16,4.63,1.88,1.81,0.58
Kirby Dach,18.036666666667,0.43,0.81,44.83,5.51,7.76,0.64,9.41,5.89,2.99,2.33,2.09
Dylan Cozens,15.896202531646,0.62,1.19,56.72,7.64,8.13,0.75,12.66,7.69,3.39,1.67,1.05
Trevor Zegras,17.905333333333,1.03,1.7,79.22,8.09,12.71,0.77,14.88,8.13,2.59,2.5,1.21
Nils Hoglander,13.088055555556,0.76,0.61,64.29,10.09,7.58,1.06,14.52,10.62,4.89,3.13,1.22
Cole Caufield,16.680348258706,1.23,1.07,66.15,10.09,12.23,0.96,17.56,10.58,2.95,0.97,0.38
Kaapo Kakko,15.445736434109,0.63,0.99,52.94,5.6,11.29,0.63,10.21,6.59,3.43,0.72,1.36
Matt Boldy,15.373758865248,1.25,1.99,60.94,9.38,13.27,0.81,16.28,9.13,2.91,1.91,1.99
Jack Hughes,19.565306122449,1.63,1.88,77.78,10.33,15.76,1.1,18.53,11.52,4.44,0.38,0.94
Arthur Kaliyev,12.649166666667,0.83,0.77,52.94,11.5,7.22,0.97,18.38,9.66,3.74,1.84,0.71
Philip Tomasino,11.536403508772,0.75,1.44,72.73,7.6,9.91,0.86,12.93,8.49,3.28,3.35,1.92
Connor McMichael,10.468137254902,0.76,0.76,66.67,8.93,8.49,0.99,13.82,9.86,5.23,3.88,1.85
Vasily Podkolzin,12.791772151899,0.83,0.71,56.52,6.83,12.17,0.6,11.34,6.95,2.97,4.99,1.96
Alex Newhook,13.564319248826,0.81,1.25,71.74,7.04,11.5,0.63,12.65,7.97,2.43,2.49,2.24
Ilya Mikheyev,15.259119496855,1.56,0.82,64.0,10.91,14.29,1.17,15.21,10.53,5.34,3.86,1.34
Lucas Raymond,18.156910569106,0.93,1.37,65.52,7.42,12.5,0.78,11.57,7.7,3.18,2.5,0.97
Seth Jarvis,13.875,1.08,1.46,68.97,7.0,15.45,0.95,12.91,8.97,4.52,4.39,1.34
Alexis Lafrenière,13.996624472574,1.03,0.65,63.27,5.97,17.27,0.63,10.47,6.51,3.31,5.86,1.41
Dawson Mercer,16.541260162602,0.75,1.11,54.55,6.81,11.04,0.74,10.93,7.87,4.11,1.15,1.55
Anton Lundell,15.735641025641,1.06,1.53,57.89,7.33,14.4,0.83,13.08,8.1,2.93,1.53,3.29
Tim Stützle,18.411392405063,0.91,1.49,67.44,7.3,12.43,0.9,12.95,8.75,3.55,5.16,2.15
Alexander Barabanov,17.180714285714,0.5,1.45,60.94,5.14,9.71,0.54,8.28,5.74,3.04,2.64,1.95
Yegor Chinakhov,12.508064516129,0.54,0.54,48.28,7.58,7.14,0.6,14.62,6.96,2.01,3.87,1.24
Cole Sillinger,13.699156118143,0.89,0.83,72.09,8.21,10.81,0.88,14.08,9.15,3.71,5.43,2.38
